"method","eta_setting","rep","param","truth","mean","sd","q025","q975","bias","abs_bias","covered"
"Naive Method (ADVI)",1.6,94,"beta4",-4,-1.9655618873,0.626566169928983,-3.18207825,-0.78924595,2.0344381127,2.0344381127,FALSE
"Naive Method (ADVI)",1.6,94,"beta5",-5,-2.0876701855,0.73245857106409,-3.56206875,-0.60002925,2.9123298145,2.9123298145,FALSE
"Naive Method (ADVI)",1.6,94,"beta6",0,-1.06964127341,0.601392830309719,-2.286248,0.0914268099999994,-1.06964127341,1.06964127341,TRUE
"Naive Method (ADVI)",1.6,94,"beta7",0,-0.0698232269321,0.40062396291375,-0.820461575,0.7322794,-0.0698232269321,0.0698232269321,TRUE
"Naive Method (ADVI)",1.6,94,"beta8",0,-0.0155324073784,0.40849626600931,-0.815905825,0.8076955,-0.0155324073784,0.0155324073784,TRUE
"Naive Method (ADVI)",1.6,94,"beta9",0,0.6265341325,0.553749599797287,-0.431656575,1.67431625,0.6265341325,0.6265341325,TRUE
"Naive Method (ADVI)",1.6,94,"beta10",0,0.00346493622390001,0.432351699552962,-0.88533885,0.83969815,0.00346493622390001,0.00346493622390001,TRUE
"Naive Method (ADVI)",1.6,94,"beta11",0,-0.557950670182,0.611598185313697,-1.74325875,0.58928865,-0.557950670182,0.557950670182,TRUE
"Naive Method (ADVI)",1.6,94,"beta12",0,0.303679526837,0.463794444588508,-0.6176095,1.1733235,0.303679526837,0.303679526837,TRUE
"Naive Method (ADVI)",1.6,94,"beta13",0,0.08563504049,0.421084079112331,-0.724757825,0.917151225,0.08563504049,0.08563504049,TRUE
"Naive Method (ADVI)",1.6,94,"beta14",0,1.13945648687,0.697382365343693,-0.224079425,2.50710425,1.13945648687,1.13945648687,TRUE
"Naive Method (ADVI)",1.6,94,"beta15",0,0.83962778785,0.663036471234474,-0.420825575,2.1571475,0.83962778785,0.83962778785,TRUE
"Naive Method (ADVI)",1.6,94,"beta16",0,0.30312248069,0.480114049580074,-0.65270735,1.207646,0.30312248069,0.30312248069,TRUE
"Naive Method (ADVI)",1.6,94,"beta17",0,0.9546536244775,0.656059503184474,-0.367863475,2.21823525,0.9546536244775,0.9546536244775,TRUE
"Naive Method (ADVI)",1.6,94,"beta18",0,0.064807074255,0.411611947274814,-0.7196486,0.8486786,0.064807074255,0.064807074255,TRUE
"Naive Method (ADVI)",1.6,94,"beta19",0,0.868067263292,0.573473747108257,-0.1561576,2.04665775,0.868067263292,0.868067263292,TRUE
"Naive Method (ADVI)",1.6,94,"beta20",0,0.78540191249,0.514228540344703,-0.207382,1.79960425,0.78540191249,0.78540191249,TRUE
"Proposed Method (ADVI)",1.6,94,"beta1",1,1.040203907,0.187053745325429,0.69569795,1.43377375,0.040203907,0.040203907,TRUE
"Proposed Method (ADVI)",1.6,94,"beta2",2,2.23988738,0.247664756470381,1.74763,2.7365825,0.23988738,0.23988738,TRUE
"Proposed Method (ADVI)",1.6,94,"beta3",3,3.29399447,0.315995532731755,2.67898675,3.92393975,0.29399447,0.29399447,TRUE
"Proposed Method (ADVI)",1.6,94,"beta4",-4,-4.5117902,0.400110049957305,-5.3065625,-3.70726925,-0.5117902,0.5117902,TRUE
"Proposed Method (ADVI)",1.6,94,"beta5",-5,-5.39191869,0.479429175581318,-6.299803,-4.43872075,-0.39191869,0.39191869,TRUE
"Proposed Method (ADVI)",1.6,94,"beta6",0,-0.0935212441994,0.168431214394489,-0.443558925,0.2217431,-0.0935212441994,0.0935212441994,TRUE
"Proposed Method (ADVI)",1.6,94,"beta7",0,0.042035209131,0.184763673473208,-0.324269725,0.4108705,0.042035209131,0.042035209131,TRUE
"Proposed Method (ADVI)",1.6,94,"beta8",0,-0.091314152433,0.174249142258734,-0.417985925,0.251838225,-0.091314152433,0.091314152433,TRUE
"Proposed Method (ADVI)",1.6,94,"beta9",0,0.16971892554,0.180089346637661,-0.204130125,0.528764575,0.16971892554,0.16971892554,TRUE
"Proposed Method (ADVI)",1.6,94,"beta10",0,0.0912025959828,0.161878672501141,-0.225696325,0.4118539,0.0912025959828,0.0912025959828,TRUE
"Proposed Method (ADVI)",1.6,94,"beta11",0,0.045929495184,0.180448947222803,-0.308161225,0.39142035,0.045929495184,0.045929495184,TRUE
"Proposed Method (ADVI)",1.6,94,"beta12",0,0.159051570124,0.168587572914717,-0.1713631,0.490845375,0.159051570124,0.159051570124,TRUE
"Proposed Method (ADVI)",1.6,94,"beta13",0,-0.120263167737,0.168807000202409,-0.434841875,0.21515645,-0.120263167737,0.120263167737,TRUE
"Proposed Method (ADVI)",1.6,94,"beta14",0,-0.06806730796,0.171818814460618,-0.414661,0.2642241,-0.06806730796,0.06806730796,TRUE
"Proposed Method (ADVI)",1.6,94,"beta15",0,0.056749229134,0.154053770322888,-0.247484825,0.3547271,0.056749229134,0.056749229134,TRUE
"Proposed Method (ADVI)",1.6,94,"beta16",0,-0.218282878761,0.155506956666166,-0.515736725,0.0904464674999998,-0.218282878761,0.218282878761,TRUE
"Proposed Method (ADVI)",1.6,94,"beta17",0,-0.170738889772,0.177716535930699,-0.495462075,0.1882248,-0.170738889772,0.170738889772,TRUE
"Proposed Method (ADVI)",1.6,94,"beta18",0,-0.025614646282,0.186475292762834,-0.389925725,0.3295277,-0.025614646282,0.025614646282,TRUE
"Proposed Method (ADVI)",1.6,94,"beta19",0,0.250759720444,0.159851988161946,-0.076882925,0.553655175,0.250759720444,0.250759720444,TRUE
"Proposed Method (ADVI)",1.6,94,"beta20",0,-0.1927892894,0.166162031042879,-0.5135222,0.1441182,-0.1927892894,0.1927892894,TRUE
"Proposed Method (ADVI)",1.6,94,"eta",1.6,2.14567488,0.341370314772966,1.542699,2.89065325,0.54567488,0.54567488,TRUE
"Naive Method (ADVI)",1.6,95,"beta1",1,1.091091302,0.177220000924141,0.741625775,1.4332675,0.0910913019999999,0.0910913019999999,TRUE
"Naive Method (ADVI)",1.6,95,"beta2",2,1.434899676,0.204015554730739,1.02450425,1.83931325,-0.565100324,0.565100324,FALSE
"Naive Method (ADVI)",1.6,95,"beta3",3,2.88123523,0.26648169583099,2.34573825,3.40328925,-0.11876477,0.11876477,TRUE
"Naive Method (ADVI)",1.6,95,"beta4",-4,-3.6718407,0.348713658939309,-4.35124275,-3.029234,0.3281593,0.3281593,TRUE
"Naive Method (ADVI)",1.6,95,"beta5",-5,-4.39432627,0.359277861394876,-5.09117075,-3.71672775,0.60567373,0.60567373,TRUE
"Naive Method (ADVI)",1.6,95,"beta6",0,0.217973819287,0.165158583874788,-0.114396,0.53694595,0.217973819287,0.217973819287,TRUE
"Naive Method (ADVI)",1.6,95,"beta7",0,-0.035464621179,0.164488160931929,-0.3485216,0.27941525,-0.035464621179,0.035464621179,TRUE
"Naive Method (ADVI)",1.6,95,"beta8",0,0.1034655017166,0.156901086790239,-0.20909505,0.41027495,0.1034655017166,0.1034655017166,TRUE
"Naive Method (ADVI)",1.6,95,"beta9",0,0.259631754471,0.163865300652308,-0.070608,0.561798875,0.259631754471,0.259631754471,TRUE
"Naive Method (ADVI)",1.6,95,"beta10",0,-0.072799067753,0.149647983773207,-0.387638975,0.218520925,-0.072799067753,0.072799067753,TRUE
"Naive Method (ADVI)",1.6,95,"beta11",0,-0.1939635474644,0.137925495555494,-0.4581373,0.0685346925,-0.1939635474644,0.1939635474644,TRUE
"Naive Method (ADVI)",1.6,95,"beta12",0,-0.10460805416529,0.15990139227874,-0.434700725,0.19100095,-0.10460805416529,0.10460805416529,TRUE
"Naive Method (ADVI)",1.6,95,"beta13",0,-0.207826557205,0.148930949470256,-0.47584485,0.0921553924999999,-0.207826557205,0.207826557205,TRUE
"Naive Method (ADVI)",1.6,95,"beta14",0,0.192588801453,0.148873383246553,-0.11159375,0.478554625,0.192588801453,0.192588801453,TRUE
"Naive Method (ADVI)",1.6,95,"beta15",0,0.091627980397,0.149235329279212,-0.19954095,0.379537275,0.091627980397,0.091627980397,TRUE
"Naive Method (ADVI)",1.6,95,"beta16",0,-0.021149054629,0.167636524630458,-0.3496792,0.3152186,-0.021149054629,0.021149054629,TRUE
"Naive Method (ADVI)",1.6,95,"beta17",0,-0.0862854959368,0.16096713927379,-0.386557825,0.208835625,-0.0862854959368,0.0862854959368,TRUE
"Naive Method (ADVI)",1.6,95,"beta18",0,-0.054358797846,0.122604221120392,-0.286492925,0.18307,-0.054358797846,0.054358797846,TRUE
"Naive Method (ADVI)",1.6,95,"beta19",0,-0.098189008283,0.152381886137695,-0.391193375,0.195119975,-0.098189008283,0.098189008283,TRUE
"Naive Method (ADVI)",1.6,95,"beta20",0,0.281812266536,0.174818091728859,-0.0647235025,0.6390231,0.281812266536,0.281812266536,TRUE
"Proposed Method (ADVI)",1.6,95,"beta1",1,1.372703216,0.19679440108384,1.01025375,1.786767,0.372703216,0.372703216,FALSE
"Proposed Method (ADVI)",1.6,95,"beta2",2,1.75657135,0.202855085591729,1.3504515,2.16134475,-0.24342865,0.24342865,TRUE
"Proposed Method (ADVI)",1.6,95,"beta3",3,3.52929131,0.335891309122055,2.87433425,4.214017,0.52929131,0.52929131,TRUE
"Proposed Method (ADVI)",1.6,95,"beta4",-4,-4.75150583,0.443971172211965,-5.6419175,-3.8748875,-0.75150583,0.75150583,TRUE
"Proposed Method (ADVI)",1.6,95,"beta5",-5,-5.66542271,0.509651401887017,-6.62390475,-4.70064575,-0.66542271,0.66542271,TRUE
"Proposed Method (ADVI)",1.6,95,"beta6",0,0.248852109338,0.174696767293767,-0.103739525,0.585939975,0.248852109338,0.248852109338,TRUE
"Proposed Method (ADVI)",1.6,95,"beta7",0,0.028966036405,0.191517939496058,-0.346911525,0.3905273,0.028966036405,0.028966036405,TRUE
"Proposed Method (ADVI)",1.6,95,"beta8",0,0.0485231638377,0.164732848075974,-0.262985,0.375170975,0.0485231638377,0.0485231638377,TRUE
"Proposed Method (ADVI)",1.6,95,"beta9",0,0.37193029676,0.170213140944201,0.0366624475,0.722689975,0.37193029676,0.37193029676,FALSE
"Proposed Method (ADVI)",1.6,95,"beta10",0,-0.134271989359,0.153477616621181,-0.4370596,0.179512475,-0.134271989359,0.134271989359,TRUE
"Proposed Method (ADVI)",1.6,95,"beta11",0,-0.2462582696917,0.159710739523816,-0.550914025,0.0623831875,-0.2462582696917,0.2462582696917,TRUE
"Proposed Method (ADVI)",1.6,95,"beta12",0,-0.09280025889392,0.164208262299539,-0.406662425,0.239086725,-0.09280025889392,0.09280025889392,TRUE
"Proposed Method (ADVI)",1.6,95,"beta13",0,-0.102791293344,0.166738668232958,-0.414385,0.243110275,-0.102791293344,0.102791293344,TRUE
"Proposed Method (ADVI)",1.6,95,"beta14",0,0.32033475833,0.16663775483385,-0.014842705,0.632039825,0.32033475833,0.32033475833,TRUE
"Proposed Method (ADVI)",1.6,95,"beta15",0,0.230045198992,0.161037775150963,-0.0741746775,0.5496974,0.230045198992,0.230045198992,TRUE
"Proposed Method (ADVI)",1.6,95,"beta16",0,0.046193846723,0.159186818500631,-0.259135725,0.36837115,0.046193846723,0.046193846723,TRUE
"Proposed Method (ADVI)",1.6,95,"beta17",0,-0.198098586754,0.181726868939671,-0.536356625,0.1663438,-0.198098586754,0.198098586754,TRUE
"Proposed Method (ADVI)",1.6,95,"beta18",0,-0.033595228867,0.171642485745888,-0.373967,0.290473375,-0.033595228867,0.033595228867,TRUE
"Proposed Method (ADVI)",1.6,95,"beta19",0,-0.229834621184,0.16062843655556,-0.544869275,0.0698121225,-0.229834621184,0.229834621184,TRUE
"Proposed Method (ADVI)",1.6,95,"beta20",0,0.26694424209,0.171826340506782,-0.0820349,0.609081725,0.26694424209,0.26694424209,TRUE
"Proposed Method (ADVI)",1.6,95,"eta",1.6,2.55106473,0.372678927000652,1.9075175,3.34013675,0.95106473,0.95106473,FALSE
"Naive Method (ADVI)",1.6,96,"beta1",1,0.924807365,0.166699255310078,0.5962554,1.24603275,-0.075192635,0.075192635,TRUE
"Naive Method (ADVI)",1.6,96,"beta2",2,1.700283076,0.222665883401025,1.26679475,2.1443975,-0.299716924,0.299716924,TRUE
"Naive Method (ADVI)",1.6,96,"beta3",3,2.7516521,0.248893981648997,2.252892,3.2101485,-0.2483479,0.2483479,TRUE
"Naive Method (ADVI)",1.6,96,"beta4",-4,-3.70662851,0.329834540903546,-4.3409525,-3.0854055,0.29337149,0.29337149,TRUE
"Naive Method (ADVI)",1.6,96,"beta5",-5,-4.39706063,0.367762275615198,-5.092188,-3.688444,0.60293937,0.60293937,TRUE
"Naive Method (ADVI)",1.6,96,"beta6",0,0.0786519276366,0.165601477276506,-0.254720325,0.401266125,0.0786519276366,0.0786519276366,TRUE
"Naive Method (ADVI)",1.6,96,"beta7",0,-0.11053483867,0.167507794484504,-0.43630055,0.216172875,-0.11053483867,0.11053483867,TRUE
"Naive Method (ADVI)",1.6,96,"beta8",0,0.0665324610365,0.149041452568016,-0.2355848,0.35312545,0.0665324610365,0.0665324610365,TRUE
"Naive Method (ADVI)",1.6,96,"beta9",0,-0.068199983478,0.176807403117202,-0.41234535,0.255685975,-0.068199983478,0.068199983478,TRUE
"Naive Method (ADVI)",1.6,96,"beta10",0,0.2171168056002,0.138361300287907,-0.07955627,0.478152925,0.2171168056002,0.2171168056002,TRUE
"Naive Method (ADVI)",1.6,96,"beta11",0,-0.25972889643,0.15092428127759,-0.555268175,0.0257306175,-0.25972889643,0.25972889643,TRUE
"Naive Method (ADVI)",1.6,96,"beta12",0,-0.143163778079,0.162209665741266,-0.4749256,0.1667468,-0.143163778079,0.143163778079,TRUE
"Naive Method (ADVI)",1.6,96,"beta13",0,0.28203805624,0.158655947710913,-0.02342148,0.596739325,0.28203805624,0.28203805624,TRUE
"Naive Method (ADVI)",1.6,96,"beta14",0,-0.027588657319,0.146042241928521,-0.312301175,0.253159075,-0.027588657319,0.027588657319,TRUE
"Naive Method (ADVI)",1.6,96,"beta15",0,-0.111103650724,0.160291074741992,-0.421182375,0.19748675,-0.111103650724,0.111103650724,TRUE
"Naive Method (ADVI)",1.6,96,"beta16",0,0.024895348923,0.146162298054387,-0.2752108,0.309833125,0.024895348923,0.024895348923,TRUE
"Naive Method (ADVI)",1.6,96,"beta17",0,-0.166206989322,0.164780281716487,-0.48796265,0.1499988,-0.166206989322,0.166206989322,TRUE
"Naive Method (ADVI)",1.6,96,"beta18",0,0.1110059320812,0.124319620299519,-0.125324225,0.3465708,0.1110059320812,0.1110059320812,TRUE
"Naive Method (ADVI)",1.6,96,"beta19",0,-0.08793624868776,0.148220010583952,-0.38061255,0.202463025,-0.08793624868776,0.08793624868776,TRUE
"Naive Method (ADVI)",1.6,96,"beta20",0,0.0443811545285,0.1710892097581,-0.281782225,0.3876845,0.0443811545285,0.0443811545285,TRUE
"Proposed Method (ADVI)",1.6,96,"beta1",1,1.105359541,0.177690852899051,0.7780969,1.4792305,0.105359541,0.105359541,TRUE
"Proposed Method (ADVI)",1.6,96,"beta2",2,2.01502245,0.231064386703144,1.55500175,2.47727,0.01502245,0.01502245,TRUE
"Proposed Method (ADVI)",1.6,96,"beta3",3,3.18379415,0.307939734307937,2.5834735,3.79886125,0.18379415,0.18379415,TRUE
"Proposed Method (ADVI)",1.6,96,"beta4",-4,-4.25358018,0.386671263358263,-5.02102325,-3.47745025,-0.25358018,0.25358018,TRUE
"Proposed Method (ADVI)",1.6,96,"beta5",-5,-4.92592283,0.437196175509085,-5.75903875,-4.03480025,0.0740771699999998,0.0740771699999998,TRUE
"Proposed Method (ADVI)",1.6,96,"beta6",0,0.183301001086,0.16893656760696,-0.16441325,0.500971875,0.183301001086,0.183301001086,TRUE
"Proposed Method (ADVI)",1.6,96,"beta7",0,0.003144739446,0.189349028558796,-0.374624475,0.370902725,0.003144739446,0.003144739446,TRUE
"Proposed Method (ADVI)",1.6,96,"beta8",0,0.15042390767,0.158105150186227,-0.1681043,0.456675675,0.15042390767,0.15042390767,TRUE
"Proposed Method (ADVI)",1.6,96,"beta9",0,-0.17118010893,0.174995937048535,-0.5203414,0.178661025,-0.17118010893,0.17118010893,TRUE
"Proposed Method (ADVI)",1.6,96,"beta10",0,0.1770597734763,0.143293149524259,-0.104214125,0.46265535,0.1770597734763,0.1770597734763,TRUE
"Proposed Method (ADVI)",1.6,96,"beta11",0,-0.2990818335702,0.172380783920648,-0.624648125,0.0238344325,-0.2990818335702,0.2990818335702,TRUE
"Proposed Method (ADVI)",1.6,96,"beta12",0,-0.199687776423,0.165179790876787,-0.5310395,0.116325,-0.199687776423,0.199687776423,TRUE
"Proposed Method (ADVI)",1.6,96,"beta13",0,0.36030848771,0.169761279527805,0.033923815,0.689121275,0.36030848771,0.36030848771,FALSE
"Proposed Method (ADVI)",1.6,96,"beta14",0,0.022955027978,0.157427245436104,-0.289133525,0.32553585,0.022955027978,0.022955027978,TRUE
"Proposed Method (ADVI)",1.6,96,"beta15",0,-0.053798067461,0.148825805178815,-0.3399155,0.240365225,-0.053798067461,0.053798067461,TRUE
"Proposed Method (ADVI)",1.6,96,"beta16",0,0.007387706459,0.150123492008576,-0.2676992,0.30960515,0.007387706459,0.007387706459,TRUE
"Proposed Method (ADVI)",1.6,96,"beta17",0,-0.237904209283,0.171490091089287,-0.55796115,0.0936868774999999,-0.237904209283,0.237904209283,TRUE
"Proposed Method (ADVI)",1.6,96,"beta18",0,-0.0273845840862,0.176679079295656,-0.3800986,0.315845025,-0.0273845840862,0.0273845840862,TRUE
"Proposed Method (ADVI)",1.6,96,"beta19",0,-0.056287234516,0.166692630212158,-0.39781595,0.249482525,-0.056287234516,0.056287234516,TRUE
"Proposed Method (ADVI)",1.6,96,"beta20",0,0.04761154658,0.158870661062063,-0.271185025,0.3567685,0.04761154658,0.04761154658,TRUE
"Proposed Method (ADVI)",1.6,96,"eta",1.6,1.905520848,0.326250743402588,1.35385225,2.589759,0.305520848,0.305520848,TRUE
"Naive Method (ADVI)",1.6,97,"beta1",1,1.269766109,0.213089925546527,0.8467516,1.682209,0.269766109,0.269766109,TRUE
"Naive Method (ADVI)",1.6,97,"beta2",2,2.27402597,0.265770193270973,1.73926225,2.80036525,0.27402597,0.27402597,TRUE
"Naive Method (ADVI)",1.6,97,"beta3",3,3.33945813,0.313453434645553,2.6998175,3.9771265,0.33945813,0.33945813,TRUE
"Naive Method (ADVI)",1.6,97,"beta4",-4,-4.43852472,0.408566600031602,-5.2518335,-3.67964475,-0.43852472,0.43852472,TRUE
"Naive Method (ADVI)",1.6,97,"beta5",-5,-5.66375626,0.458844747434097,-6.565933,-4.809603,-0.66375626,0.66375626,TRUE
"Naive Method (ADVI)",1.6,97,"beta6",0,-0.094525617997,0.156034356789516,-0.4059578,0.203061725,-0.094525617997,0.094525617997,TRUE
"Naive Method (ADVI)",1.6,97,"beta7",0,0.018565997619,0.163517410202127,-0.296406175,0.341850125,0.018565997619,0.018565997619,TRUE
"Naive Method (ADVI)",1.6,97,"beta8",0,0.0659724023958,0.169566566792813,-0.278749625,0.389506325,0.0659724023958,0.0659724023958,TRUE
"Naive Method (ADVI)",1.6,97,"beta9",0,0.00552795081300001,0.189380410694317,-0.3874893,0.3572504,0.00552795081300001,0.00552795081300001,TRUE
"Naive Method (ADVI)",1.6,97,"beta10",0,0.120698101488,0.1481608397323,-0.190262725,0.4101495,0.120698101488,0.120698101488,TRUE
"Naive Method (ADVI)",1.6,97,"beta11",0,0.060861358607,0.141277478576416,-0.215646375,0.33080305,0.060861358607,0.060861358607,TRUE
"Naive Method (ADVI)",1.6,97,"beta12",0,0.220457515643,0.162827346199855,-0.11136225,0.5427685,0.220457515643,0.220457515643,TRUE
"Naive Method (ADVI)",1.6,97,"beta13",0,-0.0688081755837,0.165280033309239,-0.373427375,0.26203715,-0.0688081755837,0.0688081755837,TRUE
"Naive Method (ADVI)",1.6,97,"beta14",0,-0.327393634081,0.173904624026758,-0.66513725,0.00240129649999995,-0.327393634081,0.327393634081,TRUE
"Naive Method (ADVI)",1.6,97,"beta15",0,-0.0218942781973,0.163010963191556,-0.337402675,0.2761093,-0.0218942781973,0.0218942781973,TRUE
"Naive Method (ADVI)",1.6,97,"beta16",0,-0.073578141241,0.171815195120272,-0.421842325,0.26902075,-0.073578141241,0.073578141241,TRUE
"Naive Method (ADVI)",1.6,97,"beta17",0,0.349503216638,0.173390794549696,-0.006541376,0.688608175,0.349503216638,0.349503216638,TRUE
"Naive Method (ADVI)",1.6,97,"beta18",0,-0.173553050306,0.13397505379722,-0.43180095,0.0834098799999999,-0.173553050306,0.173553050306,TRUE
"Naive Method (ADVI)",1.6,97,"beta19",0,-0.002047212599,0.175261063109986,-0.32980535,0.342453725,-0.002047212599,0.002047212599,TRUE
"Naive Method (ADVI)",1.6,97,"beta20",0,-0.166160237146,0.176701069872584,-0.502691325,0.19047995,-0.166160237146,0.166160237146,TRUE
"Proposed Method (ADVI)",1.6,97,"beta1",1,1.330638662,0.197792387008515,0.966568125,1.74597725,0.330638662,0.330638662,TRUE
"Proposed Method (ADVI)",1.6,97,"beta2",2,2.41871124,0.260911227774585,1.90039175,2.94245225,0.41871124,0.41871124,TRUE
"Proposed Method (ADVI)",1.6,97,"beta3",3,3.47843261,0.326195505264163,2.85331125,4.16470475,0.47843261,0.47843261,TRUE
"Proposed Method (ADVI)",1.6,97,"beta4",-4,-4.64255389,0.42729304777195,-5.4944115,-3.78311775,-0.64255389,0.64255389,TRUE
"Proposed Method (ADVI)",1.6,97,"beta5",-5,-5.94547343,0.505278797802801,-6.90343525,-4.9625625,-0.94547343,0.94547343,TRUE
"Proposed Method (ADVI)",1.6,97,"beta6",0,-0.037058883565,0.159818466010516,-0.361090375,0.2715603,-0.037058883565,0.037058883565,TRUE
"Proposed Method (ADVI)",1.6,97,"beta7",0,0.01765564627,0.179614035411065,-0.3301066,0.36940695,0.01765564627,0.01765564627,TRUE
"Proposed Method (ADVI)",1.6,97,"beta8",0,0.0527810581746,0.161616466230494,-0.262238975,0.380238,0.0527810581746,0.0527810581746,TRUE
"Proposed Method (ADVI)",1.6,97,"beta9",0,-0.0210398955832,0.191687172322601,-0.42091855,0.360545525,-0.0210398955832,0.0210398955832,TRUE
"Proposed Method (ADVI)",1.6,97,"beta10",0,0.074906577716,0.145333560050236,-0.2093233,0.367260525,0.074906577716,0.074906577716,TRUE
"Proposed Method (ADVI)",1.6,97,"beta11",0,0.030481684386,0.16440962060835,-0.27745545,0.35228025,0.030481684386,0.030481684386,TRUE
"Proposed Method (ADVI)",1.6,97,"beta12",0,0.169817345893,0.180156015498442,-0.2121561,0.5270221,0.169817345893,0.169817345893,TRUE
"Proposed Method (ADVI)",1.6,97,"beta13",0,-0.0291903315126,0.182100209253719,-0.36983,0.35468075,-0.0291903315126,0.0291903315126,TRUE
"Proposed Method (ADVI)",1.6,97,"beta14",0,-0.332874805329,0.185503077282086,-0.702395925,0.0242386399999999,-0.332874805329,0.332874805329,TRUE
"Proposed Method (ADVI)",1.6,97,"beta15",0,-0.064390360872,0.1556126303854,-0.37059265,0.2374449,-0.064390360872,0.064390360872,TRUE
"Proposed Method (ADVI)",1.6,97,"beta16",0,-0.03492284954851,0.155577271549769,-0.338046575,0.2686759,-0.03492284954851,0.03492284954851,TRUE
"Proposed Method (ADVI)",1.6,97,"beta17",0,0.36964968612,0.185969034065639,0.018246995,0.7547472,0.36964968612,0.36964968612,FALSE
"Proposed Method (ADVI)",1.6,97,"beta18",0,-0.1570021515805,0.162332735028156,-0.483738075,0.156934725,-0.1570021515805,0.1570021515805,TRUE
"Proposed Method (ADVI)",1.6,97,"beta19",0,-0.033758231279,0.155722821610622,-0.344960625,0.245512775,-0.033758231279,0.033758231279,TRUE
"Proposed Method (ADVI)",1.6,97,"beta20",0,-0.135163349555,0.164446912566067,-0.445910675,0.191087575,-0.135163349555,0.135163349555,TRUE
"Proposed Method (ADVI)",1.6,97,"eta",1.6,1.392676488,0.316214720140055,0.871411325,2.05996225,-0.207323512,0.207323512,TRUE
"Naive Method (ADVI)",1.6,98,"beta1",1,1.106363197,0.195055194188107,0.721728725,1.4829755,0.106363197,0.106363197,TRUE
"Naive Method (ADVI)",1.6,98,"beta2",2,2.29397513,0.2623203542538,1.77291425,2.8131935,0.29397513,0.29397513,TRUE
"Naive Method (ADVI)",1.6,98,"beta3",3,3.11329055,0.283609831620114,2.54231225,3.66006,0.11329055,0.11329055,TRUE
"Naive Method (ADVI)",1.6,98,"beta4",-4,-4.18315252,0.388527702632595,-4.96207825,-3.4730635,-0.18315252,0.18315252,TRUE
"Naive Method (ADVI)",1.6,98,"beta5",-5,-5.19541759,0.425369146685139,-6.03214725,-4.38439275,-0.19541759,0.19541759,TRUE
"Naive Method (ADVI)",1.6,98,"beta6",0,-0.138522755799,0.161417668039334,-0.460902975,0.17862445,-0.138522755799,0.138522755799,TRUE
"Naive Method (ADVI)",1.6,98,"beta7",0,-0.19005429195986,0.150386680487378,-0.4716466,0.109538525,-0.19005429195986,0.19005429195986,TRUE
"Naive Method (ADVI)",1.6,98,"beta8",0,0.159523142214,0.148918370072205,-0.14269755,0.459801625,0.159523142214,0.159523142214,TRUE
"Naive Method (ADVI)",1.6,98,"beta9",0,0.008994848532,0.187012312534267,-0.369799325,0.344777025,0.008994848532,0.008994848532,TRUE
"Naive Method (ADVI)",1.6,98,"beta10",0,-0.131226683484,0.153752587414257,-0.444814625,0.171838275,-0.131226683484,0.131226683484,TRUE
"Naive Method (ADVI)",1.6,98,"beta11",0,-0.186573795626,0.153396814097041,-0.48618325,0.0986597375,-0.186573795626,0.186573795626,TRUE
"Naive Method (ADVI)",1.6,98,"beta12",0,-0.095224888107,0.175674041323084,-0.451730675,0.2477904,-0.095224888107,0.095224888107,TRUE
"Naive Method (ADVI)",1.6,98,"beta13",0,0.051930796587,0.166057661728348,-0.2627762,0.379747675,0.051930796587,0.051930796587,TRUE
"Naive Method (ADVI)",1.6,98,"beta14",0,-0.162933306077,0.160159995776584,-0.47227555,0.1408378,-0.162933306077,0.162933306077,TRUE
"Naive Method (ADVI)",1.6,98,"beta15",0,-0.058045177463,0.145606850851654,-0.345003975,0.218333325,-0.058045177463,0.058045177463,TRUE
"Naive Method (ADVI)",1.6,98,"beta16",0,0.072142525645,0.176071974334777,-0.275893925,0.41128545,0.072142525645,0.072142525645,TRUE
"Naive Method (ADVI)",1.6,98,"beta17",0,-0.103984082194,0.159173537091389,-0.408942875,0.204175475,-0.103984082194,0.103984082194,TRUE
"Naive Method (ADVI)",1.6,98,"beta18",0,-0.1719157189674,0.140735467302683,-0.438929125,0.11482975,-0.1719157189674,0.1719157189674,TRUE
"Naive Method (ADVI)",1.6,98,"beta19",0,-0.080181053723,0.153744887890957,-0.35395755,0.233385075,-0.080181053723,0.080181053723,TRUE
"Naive Method (ADVI)",1.6,98,"beta20",0,0.087535586832,0.163365503905777,-0.23169,0.426944725,0.087535586832,0.087535586832,TRUE
"Proposed Method (ADVI)",1.6,98,"beta1",1,1.223073773,0.189531059779733,0.874004875,1.6218545,0.223073773,0.223073773,TRUE
"Proposed Method (ADVI)",1.6,98,"beta2",2,2.62462999,0.26674538066667,2.08795875,3.16498325,0.62462999,0.62462999,FALSE
"Proposed Method (ADVI)",1.6,98,"beta3",3,3.55458534,0.343151590302612,2.890564,4.26942375,0.55458534,0.55458534,TRUE
"Proposed Method (ADVI)",1.6,98,"beta4",-4,-4.94906434,0.447520683423746,-5.8260345,-4.03491525,-0.94906434,0.94906434,FALSE
"Proposed Method (ADVI)",1.6,98,"beta5",-5,-5.91574432,0.508736029704656,-6.86668275,-4.90879575,-0.91574432,0.91574432,TRUE
"Proposed Method (ADVI)",1.6,98,"beta6",0,-0.190721725303,0.163752836176877,-0.5203239,0.111936625,-0.190721725303,0.190721725303,TRUE
